ingredient,category
"supports hydration.
-elderberry oil: rich in fatty acids that visibly smooths skin without leaving a greasy feeling.
-optimega ™ oil: reduces trans-epidermal water loss in the skin.

prunus amygdalus dulcis (sweet almond) oil",cosmetic
diisopropyl sebacate,cosmetic
-hyaluronic and polyglutamic acids: rapidly hydrate,cosmetic
corallina officinalis extract,cosmetic
-brown sugar crystals: act as natural humectants,cosmetic
-omega oil complex: contains squalane,cosmetic
titanium dioxide 6.3%,cosmetic
"yellow 6 (ci 15985) lotion.

please be aware that ingredient lists may change or vary from time to time. please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",cosmetic
leucojum aestivum bulb extract,cosmetic
"well-hydrated skin.
-vitamin e: optimizes hydration levels and protects skin from environmental aggressors.

aqua/water/eau",cosmetic
amorphophallus konjac root extract,cosmetic
angelica acutiloba root extract,cosmetic
aspalathus linearis leaf extract,cosmetic
sodium acetylated hyaluronate,cosmetic
indigofera tinctoria extract,cosmetic
77942,cosmetic
"-hyaluronic clay: hydrates skin.
-watermelon enzymes: visibly brighten and exfoliate skin.
-bha/pha: clear pores and gently exfoliate.

aqua/water/eau",cosmetic
rubus idaeus (cold pressed red raspberry) seed oil,cosmetic
"sodium hydroxide.


.

the list of ingredients is subject to change",cosmetic
sodium gluconate,cosmetic
euterpe oleracea (acai) sterols (emollient),cosmetic
"-lactic acid 10% (aha) and salicylic acid 2% (bha): exfoliate and visibly resurface for smooth-looking skin.
-proprietary honey blend and shea butter: deliver super-hydrating humectants",cosmetic
ascorbyl tocopheryl maleate,cosmetic
and sugarcane-derived squalane): intensely moisturizes,cosmetic
ganoderma lucidum (mushroom) stem extract.,cosmetic
mandarin extract,cosmetic
menthyl ethylamido oxalate,cosmetic
chlorella protothecoides oil,cosmetic
and rosehip oils: leave skin feeling nourished,cosmetic
yeast ferment extract,cosmetic
​ stearic acid,cosmetic
silk powder (serica/poudre de soie),cosmetic
morus alba (mulberry) leaf extract,cosmetic
glycine soja sprout extract / soybean sprout extract,cosmetic
farnesol**,cosmetic
malic,cosmetic
"-illuminating pearl: helps eyes appear brighter and more rested.

-natural collagen: helps firm and tighten skin’s appearance.

-colloidal silver: helps diminish the appearance of puffiness.

water/aqua/eau",cosmetic
triticum vulgare (wheat) bran extract,cosmetic
oleanolic acid.,cosmetic
supports skin elasticity and firmness,cosmetic
*behenyl alcohol,cosmetic
rubus  chamaemorus  seed  oil,cosmetic
"-tranexamic acid: helps reduce the look of dark patches and post-blemish marks.
-niacinamide: reduces the look of discoloration and uneven skin tone.
-azelaic acid: visibly brightens the skin tone",cosmetic
ci 77492/iron oxides. *pitera.,cosmetic
saw palmetto,cosmetic
fragaria chiloensis (strawberry) fruit extract,cosmetic
"trisodium ethylenediamine disuccinate.



the list of ingredients is subject to change",cosmetic
triethylene glycol,cosmetic
bis(tripeptide-1) copper acetate,cosmetic
pinanediol,cosmetic
"visibly improving lips.
-rice bran wax and glycerin: seal in hydration",cosmetic
"-zinc oxide: a mineral sun filter; helps protect against uva/uvb sun damage.
-kalahari melon: delivers vitamin and antioxidant-packed hydration.
-niacinamide: fights shine and reduces the look of pores and dark spots.

zinc oxide 15.5%",cosmetic
"and retexturize.
-charcoal: purifies pores",cosmetic
"and rejuvenates skin’s appearance for a youthful-looking glow.
-bamboo powder: tiny",cosmetic
"known to purify the skin.

aqua (water)",cosmetic
"-zinc oxide: shields skin from damaging uv rays and is gentle enough for sensitive skin.
-squalane: leaves skin appearing softer",cosmetic
hydrogenated polydicyclopentadiene,cosmetic
"encouraging brighter-looking skin.
-bakuchiol: known as the ""kinder alternative to retinol",cosmetic
"uneven texture.


water/aqua/eau",cosmetic
"red 33 (ci 17200) .

please be aware that ingredient lists may change or vary from time to time. please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",cosmetic
shorea robusta,cosmetic
paeonia lactiflora leaf cell extract,cosmetic
polypropylsilsesquioxane,cosmetic
"shrinking the appearance of pores.   
    
water",cosmetic
"yellow 5 (ci 19140).

please be aware that ingredient lists may change or vary from time to time. please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",cosmetic
actinidia  chinensis  (kiwi) seed oil,cosmetic
tyrosine,cosmetic
"visibly purifying and refreshing skin.
-winter cherry and beta carotene: protect against blue light",cosmetic
hydroxycetyl hydroxyethyl dimonium chloride,cosmetic
caffeine,cosmetic
butylene/ethylene/propylene/styrene copolymer,cosmetic
malpighia emarginata (acerola) fruit extract,cosmetic
cananga odorata (ylang ylang) flower oil*,cosmetic
"-synchroshield technology: higher protection strengthened by heat and water.
-licorice root extract: soothes breakout-prone skin and visibly evens skin tone.
-soy letcithin: targets wrinkles",cosmetic
"and prickly pear extract: fight free radicals and nourish skin.
-safflower oleosomes (plant-derived encapsulation technology): optimize the formula’s efficacy.

avobenzone 2.9%",cosmetic
pro-level,cosmetic
8-hexamethylcyclopenta-gamma-2-benzopyran (hhcb),cosmetic
oat fiber powder,cosmetic
-salicornia (sea succulent): boosts hydration for smoother,cosmetic
silicon dioxide (silica),cosmetic
sucrose palmitate,cosmetic
turmeric butter,cosmetic
tetrapeptide-30,cosmetic
"-pure l-ascorbic acid 30%: brightens skin.

dimethicone",cosmetic
isopropyl shea butterate,cosmetic
"supports hydration.

aqua/water/eau",cosmetic
olive extract (fruit) (20% hydroxytyrosol),cosmetic
"and itching.
-madecassoside: highly active form of centella asiatica helps soothe and calm sensitive skin.
-green tea: antioxidant with skin-soothing properties.

water/aqua/eau",cosmetic
vaccinium vitis-idaea (lingonberry) fruit extract,cosmetic
"-ahas (glycolic and lactic acids): visibly brighten and resurface skin.
-papaya and pomegranate enzymes: gently exfoliate dead skin cells and decongest pores.
-vitamin c: visibly brightens skin and protects against free-radical damage.

water",cosmetic
green tea phytosome (camellia sinensis extract (leaf) decaffeinated / phospholipid complex from sunflower),cosmetic
"-bladderwrack extract: supports softer skin.
-collagen: smooths the look of fine lines and wrinkles.
-sodium hyaluronate: acts as a powerful humectant.

water",cosmetic
"and nasturtium flower: visibly revitalize skin with oxygen-optimizing phytoactives.
-adaptogenic astragalus and squalane: hydrate and visibly firm skin",cosmetic
zinc oxide 17.1%,cosmetic
-tri-acid complex: glycolic,cosmetic
"exfoliates skin dissolving bonds that hold dead cells together.
-signal peptide complex: 11 signal peptides bind moisture to skin for the look of plumper",cosmetic
parfum (fragrance),cosmetic
"-seven luxe oils: nourish skin and deliver a healthy sheen.
-shea butter: nourishes",cosmetic
-grape water: a natural prebiotic that’s enriched in polysaccharides and minerals,cosmetic
vitamin b2 (as riboflavin),cosmetic
"-s6pro complex™: improves skin smoothness and maintains skin balance.
-red algae: provides oil control and antioxidant protection.
-wild butterfly ginger root: protects against the damaging effects of blue light and pollution.

titanium dioxide 3.6%",cosmetic
ocimum sanctum leaf extract,cosmetic
-encapsulated vitamin c: protects against free radicals,cosmetic
chamomilla recutita flower extract/matricaria flower extract,cosmetic
firms,cosmetic
hydroxypinacolone retinoate,cosmetic
polyglyceryl-6 polyricinoleate,cosmetic
"magnesium sulfate.

.",cosmetic
phragmites communis extract,cosmetic
"soft-focus effect due to their ability to absorb moisture.
-amino acid powder: amplifies formula’s silky texture for optimal spreadability.
-olive oil: boosts creaminess without feeling greasy or sticky.

pentaerythrityl tetraisostearate",cosmetic
"-shea butter and evening primrose oil: replenish skin's moisture barrier.
-jojoba and borage seed oils: soothe",cosmetic
potassium ascorbyl tocopheryl phosphate,cosmetic
cinnamomum camphora (camphor) leaf extract,cosmetic
polyester-25,cosmetic
"77499).



the list of ingredients is subject to change",cosmetic
steareth-100,cosmetic
"and stevia: encourage skin renewal to minimize the look of wrinkles.

aqua/water/eau",cosmetic
"and smoothing skin.
-seven-amino blend: moisturizes",cosmetic
"a stable vitamin c derivative.

aqua/water/eau",cosmetic
bambusa arundinacea stem powder,cosmetic
raphanus sativus root extract,cosmetic
"and fight the look of wrinkles and fine lines.
-encapsulated retinol: delivers more stable gradual release results without irritation.
-upcycled kalahari melon oil and raspberry seed oil: are rich in antioxidants",cosmetic
"tocopherol.



the list of ingredients is subject to change",cosmetic
"-lactic acid 10%: dissolves buildup of dead skin cells.
-urea 5%: moisturizes and gently exfoliates skin.
-centella asiatica: calms visible irritation.

water/aqua/eau",cosmetic
flavor/aroma.,cosmetic
"-1.0% retinol: improves the look and feel of uneven skin tone and texture while warding off damage.
-triple peptide blend: helps visibly firm and strengthen",cosmetic
lemon oil (furocoumarin free),cosmetic
"-sulfur: diminishes the appearance of blemishes and addresses the formation of new ones.
-bentonite: absorbs excess oil",cosmetic
hydrolyzed hemp seed protein,cosmetic
phenoxyethanol,cosmetic
-akita rice: serves as the base of this ferment to deliver nutrients directly into the skin,cosmetic
citrus aurantium dulcis (orange) peel oil**,cosmetic
lonicera caprifolium (honeysuckle) flower extract,cosmetic
"exfoliate and soften the appearance of skin’s texture.
-mineral powder: extracts dirt and absorbs excess oil.

water (aqua)",cosmetic
"-h-retinoate: helps diminish the look of mechanical-wrinkling damage.

-cross-linked hyaluronic acid: creates a plumping effect in skin by retaining moisture.

-ecm moduline peptide™: supports natural collagen.




water/aqua/eau",cosmetic
vitamin-rich,cosmetic
"-proprietary vita-c (vitamin c) complex: ensures stability and potency for brighter-looking skin.
-glycolic acid: removes dulling surface cells and helps vitamin c penetrate more effectively.
-phyto-luminescent extract: transforms uv energy into a light source that visibly illuminates the skin.

water/aqua/eau",cosmetic
"omega fatty acids & antioxidants.

water",cosmetic
red 4 (ci 14700).the list of ingredients is subject to change,cosmetic
phytosphingosine,cosmetic
tamarindus indica seed polysaccharide,cosmetic
styrene),cosmetic
citric acid*,cosmetic
aqua / water,cosmetic
red 27 (ci 45410),cosmetic
citrus limon peel oil/lemon peel oil,cosmetic
"xanthan gum.

the list of ingredients is subject to change",cosmetic
glycereth-18,cosmetic
4-ethylresorcinol,cosmetic
isoparaffin,cosmetic
it’s shown to moisturize and soothe dry,cosmetic
"-vitamin c complex: this stable form of vitamin c enhances the skin’s ability to fight free radical damage and blocks environmental pollutants.
-salvia hispanica (chia seed) oil: helps to depuff the look of eye bags and combat the appearance of eye wrinkles while nurturing the delicate area.
-tremella mushroom extract: hydrates",cosmetic
"and boosts radiance.
-botanical eye-contour complex: reduces the appearance of dark circles and puffiness.
-winter daphne stem cells extract: visibly tightens and firms.

aqua/water/eau",cosmetic
"irritated skin.



water",cosmetic
iron,cosmetic
"glycine soja (soybean) sterol & t-butyl alcohol.

.

the list of ingredients is subject to change",cosmetic
ext. violet 2 (ci 60730).,cosmetic
"and smooths the look of bumps and fine lines.
-strawberry: helps reduce excess oil",cosmetic
"and smooth.
-fine perlite: a mineral that provides gentle physical exfoliation without abrasion.
-caffeine: an antioxidant that boosts circulation for visibly smoother and brighter skin.

glycerin",cosmetic
"and improves hydration.

-buckwheat honey blend: soothes and nourishes",cosmetic
"refreshing scent.
-shea butter: softens",cosmetic
nelumbo nucifera germ extract,cosmetic
candelilla cera/euphorbia cerifera (candelilla) wax/cire de candelilla,cosmetic
tetradibutyl pentaerithrityl hydroxyhydrocinnammate,cosmetic
pseudozyma epicola/apricot kernel oil/olive fruit oil/sunflower seed oil/sweet almond oil/panax ginseng root extract ferment extract filtrate,cosmetic
-coconut and baobab oils: nourish,cosmetic
"-2% salicylic acid: rapidly clears acne while exfoliating and refining skin texture.
-4% niacinamide: visibly fades post-blemish marks and discoloration.
-0.2% licorice root: soothes and calms visible redness.

salicylic acid 2%",cosmetic
-oil-absorbing spheres: mattify skin and diffuse light to minimize the appearance of pores,cosmetic
chamomilla recutita (matricaria) flower extract.,cosmetic
"especially after exposure to sun.

water/aqua/eau",cosmetic
hyperpigmentation,cosmetic
santalum spicatum (sandalwood) seed oil,cosmetic
chrysin,cosmetic
"-organic grape water: moisturizes and decreases sensitivity.
-organic chamomile extract: reduces redness and soothes the skin.
-plant glycerin: moisturizes and softens.

water",cosmetic
althaea officinalis root extract,cosmetic
rosa damascena flower oil,cosmetic
lespedeza capitata leaf/stem extract,cosmetic
"water.


the list of ingredients is subject to change",cosmetic
"and helps retain moisture.
-spirulina energy essence: converts sunlight to target factors that lead to dryness.

titanium dioxide 4.9%",cosmetic
